TVDSS,GR,NPHI,RHOB,DT,VCL,PHIE,target
3826.9747,81.9836,0.101,2.467,71.7235,0.162,0.0833,0.1684
3827.1238,83.3344,0.1037,2.4784,70.111,0.1874,0.0774,0.0044
3827.2729,89.2583,0.108,2.5006,68.8369,0.2333,0.0672,0.0137
3827.4221,96.5413,0.1149,2.5217,68.2535,0.2782,0.0581,0.0256
3827.5712,99.1253,0.1192,2.523,69.1609,0.2868,0.0576,1.411
3827.7203,95.1203,0.1149,2.4989,68.6689,0.2439,0.068,3.4517
3827.8695,89.3338,0.1075,2.4644,69.5854,0.1765,0.0835,5.4923
3828.0186,86.5614,0.1032,2.4375,69.3162,0.1212,0.0965,9.2853
3828.1677,85.2567,0.1011,2.4241,71.528,0.0902,0.1039,9.2549
3828.3169,82.4498,0.1002,2.4191,73.7115,0.0776,0.107,5.4264
3828.466,79.1508,0.1011,2.4169,79.9146,0.0751,0.1084,11.1104
3828.6151,78.2427,0.1028,2.415,77.9852,0.0741,0.1099,30.3709
3828.7642,79.612,0.104,2.4078,80.3551,0.0664,0.1136,49.6315
3828.9134,81.8468,0.1063,2.3926,74.2779,0.0507,0.1204,47.9293
3829.0625,83.8829,0.1093,2.3745,73.113,0.0338,0.1282,52.9095
3829.2116,84.9189,0.1124,2.3623,71.4829,0.024,0.1338,75.4113
3829.3608,85.9518,0.115,2.3576,71.7596,0.022,0.1364,45.5001
3829.5099,87.6342,0.1154,2.3569,71.08,0.0232,0.1364,27.64
3829.659,89.8963,0.1138,2.3627,70.4427,0.0314,0.1331,9.7798
3829.8081,92.5095,0.1128,2.3802,69.7971,0.0538,0.1253,2.3005
3829.9573,94.1459,0.1112,2.4041,68.9621,0.0829,0.115,7.3684
3830.1064,93.1882,0.1089,2.4218,67.8363,0.1042,0.1068,7.9681
3830.2555,91.9906,0.1084,2.428,67.2833,0.1136,0.1032,4.9101
3830.4047,92.965,0.109,2.4268,67.1411,0.1129,0.1034,5.293
3830.5538,93.6542,0.1083,2.4208,67.4432,0.1029,0.106,3.8106
3830.7029,92.31,0.107,2.4144,66.6355,0.0911,0.1088,2.3283
3830.8521,90.5509,0.1058,2.4152,68.3605,0.0888,0.1088,1.1946
3831.0012,89.6763,0.1054,2.4227,70.8068,0.0981,0.1058,0.3191
3831.1503,90.8553,0.1065,2.4302,75.9844,0.1118,0.1022,0.5114
3831.2994,94.088,0.1067,2.4348,71.6644,0.1199,0.0999,0.3093
3831.4486,96.3415,0.1056,2.4371,69.84,0.1214,0.0986,2.6966
3831.5977,95.8481,0.1056,2.4382,67.0708,0.1239,0.0977,5.2442
3831.7468,94.3743,0.1073,2.4401,67.1561,0.1328,0.0961,5.0391
3831.896,94.0164,0.1108,2.4451,67.3438,0.1511,0.0934,3.3999
3832.0451,93.9973,0.1153,2.4504,67.8629,0.173,0.0906,3.8058
3832.1942,92.7306,0.1219,2.4485,67.5781,0.1908,0.0909,5.1348
3832.3434,90.3632,0.1325,2.4361,67.5618,0.2044,0.0955,11.161
3832.4925,89.8174,0.1432,2.4231,67.7606,0.2171,0.1006,5.424
3832.6416,93.8385,0.1464,2.4239,68.7196,0.2295,0.1004,0.2889
3832.7907,101.9261,0.1467,2.4476,69.2745,0.2682,0.0897,0.8345
3832.9399,108.4228,0.1474,2.4771,70.1018,0.3174,0.0753,1.3802
3833.089,107.1065,0.1399,2.4771,71.4152,0.2932,0.0763,11.5726
3833.2381,98.1303,0.1268,2.447,73.7329,0.2048,0.0924,30.8678
3833.3873,88.4889,0.121,2.4252,75.1458,0.1534,0.1033,57.4602
3833.5364,85.7532,0.1251,2.4307,76.0224,0.1747,0.1005,44.9795
3833.6855,92.2414,0.1342,2.4519,76.0337,0.2348,0.0902,31.6072
3833.8346,102.454,0.1419,2.4694,75.3199,0.2841,0.0817,18.235
3833.9838,106.5175,0.143,2.4694,76.4618,0.2858,0.0818,12.1064
3834.1329,100.3719,0.1332,2.4545,77.4999,0.235,0.089,8.2345
3834.282,91.1647,0.1181,2.4435,80.5487,0.175,0.0947,3.7989
3834.4312,86.5677,0.1078,2.4449,76.8995,0.1444,0.0947,1.254
3834.5804,85.0013,0.1054,2.4485,77.7874,0.1391,0.0932,3.0385
3834.7296,82.8014,0.1067,2.4452,83.2372,0.136,0.0943,10.9997
3834.8787,81.7826,0.1067,2.4372,84.4572,0.1238,0.0977,23.4571
3835.0279,83.1609,0.105,2.4284,83.6716,0.1059,0.1019,16.1937
3835.1771,84.895,0.1031,2.4225,76.8396,0.0935,0.1043,7.634
3835.3263,86.023,0.1021,2.428,77.8942,0.103,0.1009,15.0158
3835.4754,86.7389,0.1037,2.4531,72.307,0.1476,0.0889,6.9183
3835.6246,89.3958,0.1084,2.4921,70.9782,0.215,0.0725,0.0204
3835.7738,97.234,0.1152,2.5134,68.8507,0.2644,0.064,0.0127
3835.9229,108.7922,0.1235,2.4993,70.1565,0.2769,0.0687,0.0049
3836.0721,116.6657,0.1339,2.4768,72.5185,0.2764,0.077,0.0054
3836.2213,114.5409,0.1387,2.47,73.8931,0.2735,0.0804,0.0361
3836.3705,105.9905,0.1323,2.4704,73.8559,0.2555,0.0809,0.0541
3836.5196,99.3993,0.1222,2.468,75.0824,0.2274,0.0817,0.0566
3836.6688,97.1629,0.116,2.4685,76.3024,0.21,0.0814,0.0363
3836.818,96.0601,0.1136,2.4752,79.6827,0.2094,0.0787,0.016
3836.9671,95.3562,0.1119,2.4837,74.4493,0.2152,0.0752,0.0108
3837.1163,96.6258,0.1103,2.4883,71.1547,0.2163,0.0734,0.0066
3837.2655,99.4557,0.1094,2.4848,68.7191,0.208,0.075,0.0308
3837.4147,100.9543,0.1084,2.4753,68.6675,0.194,0.0784,0.091
3837.5638,99.5856,0.1069,2.4722,68.7926,0.1887,0.0789,0.1513
3837.713,97.2194,0.1061,2.4842,67.9392,0.2034,0.0742,0.0721
3837.8622,96.8684,0.1082,2.501,67.4225,0.2288,0.0681,0.0036
3838.0114,96.8768,0.112,2.5039,67.1013,0.2395,0.0671,0.0065
3838.1605,94.172,0.1116,2.4895,67.1194,0.2188,0.0729,1.7838
3838.3097,90.3214,0.1049,2.4719,69.784,0.178,0.0809,1.5379
3838.4589,88.5883,0.0977,2.4624,74.6127,0.1435,0.0861,0.9988
3838.608,88.9552,0.0947,2.461,81.6114,0.1283,0.0875,0.5816
3838.7572,89.9393,0.0937,2.4628,81.3066,0.1253,0.0871,0.3489
3838.9064,89.7537,0.0928,2.4641,76.6634,0.1267,0.0862,0.2237
3839.0556,88.2587,0.094,2.467,73.6729,0.1364,0.0845,0.2416
3839.2047,87.467,0.0993,2.4708,76.1717,0.1546,0.0825,0.2177
3839.3539,88.277,0.1047,2.4701,71.8213,0.1655,0.0825,0.2054
3839.5031,89.0608,0.1047,2.4615,72.4031,0.1555,0.086,0.2123
3839.6523,88.6711,0.1022,2.4507,71.8073,0.136,0.0908,0.6624
3839.8014,86.7374,0.1022,2.4456,75.7646,0.1272,0.0933,1.3627
3839.9506,84.7274,0.1041,2.4461,72.7641,0.1301,0.0935,1.2281
3840.0998,84.5472,0.1052,2.4449,72.6525,0.1306,0.0944,0.3846
3840.2489,85.5037,0.1054,2.4386,75.1567,0.1229,0.0971,0.7175
3840.3981,85.7021,0.105,2.4333,71.8003,0.116,0.0993,1.2971
3840.5473,86.2042,0.1061,2.4359,71.1095,0.1254,0.0978,1.4961
3840.6965,88.7501,0.1109,2.4492,70.8417,0.1611,0.091,0.6881
3840.8456,93.0812,0.1188,2.471,72.0014,0.2179,0.0802,0.1472
3840.9948,97.9489,0.1278,2.4907,72.4662,0.2754,0.07,0.0587
3841.144,102.2167,0.1343,2.501,72.4842,0.3134,0.0638,0.0109
3841.2931,105.0092,0.1361,2.5094,72.435,0.3334,0.0596,1.0519
3841.4423,104.5918,0.1359,2.5142,72.0632,0.3394,0.0579,2.0928
3841.5915,101.0118,0.1378,2.4991,71.5506,0.3216,0.0654,1.7435
3841.7407,96.1001,0.1419,2.4679,70.9807,0.2853,0.0801,0.3931
3841.8898,92.5614,0.1426,2.4437,70.565,0.2486,0.092,0.218
3842.039,91.0184,0.1369,2.4356,70.206,0.2177,0.0967,0.1166
3842.1882,90.9487,0.1296,2.4373,69.6188,0.1973,0.0966,0.4924
3842.3374,90.8315,0.125,2.4397,69.4431,0.1866,0.0957,1.1235
3842.4865,89.4156,0.1225,2.4377,69.3893,0.1755,0.0966,1.3807
3842.6357,86.3544,0.1221,2.4323,69.4911,0.1657,0.099,0.9368
3842.7849,84.0755,0.1236,2.4274,69.4768,0.1625,0.101,0.6757
3842.934,85.3471,0.1251,2.4255,69.2395,0.164,0.1019,0.549
3843.0832,87.7354,0.1262,2.4257,69.2521,0.1682,0.1019,0.8066
3843.2324,87.0763,0.1283,2.4276,69.3633,0.1773,0.1009,1.179
3843.3816,84.0779,0.1303,2.4285,69.652,0.1847,0.1005,1.5515
3843.5307,82.6176,0.1333,2.4242,69.5983,0.1874,0.1022,1.3514
3843.6799,82.6055,0.1374,2.4165,69.5658,0.188,0.1052,0.9956
3843.8291,82.4387,0.138,2.415,69.4172,0.1886,0.1054,0.5535
3843.9783,84.6307,0.1338,2.4275,69.6066,0.1981,0.0999,0.1001
3844.1274,91.9328,0.1312,2.4517,69.6476,0.2269,0.0896,0.0051
3844.2766,101.4905,0.1321,2.4736,69.7913,0.2605,0.0798,0.0126
3844.4258,106.4468,0.1332,2.4818,70.1277,0.2758,0.0755,0.0272
3844.5749,104.5772,0.1314,2.4782,70.4868,0.2672,0.0767,0.0517
3844.7241,100.1329,0.1283,2.4709,70.8186,0.2484,0.0798,0.0583
3844.8733,96.9331,0.125,2.467,70.3963,0.2325,0.0817,0.0431
3845.0225,94.7,0.1218,2.4684,70.0676,0.2248,0.0815,0.0468
3845.1716,93.2722,0.1209,2.4707,69.5834,0.2228,0.0809,0.3281
3845.3208,92.5073,0.1207,2.4684,69.161,0.2147,0.0823,0.6367
3845.47,90.6023,0.1173,2.4585,69.0905,0.1915,0.0866,0.5045
3845.6191,87.6442,0.1123,2.4483,69.4479,0.1665,0.0906,0.1174
3845.7683,87.0561,0.1101,2.4492,70.3466,0.1635,0.0898,0.2183
3845.9175,91.0328,0.1118,2.4653,71.5557,0.1914,0.0831,0.035
3846.0667,96.847,0.1177,2.4858,73.0735,0.2388,0.0739,0.0173
3846.2158,101.4945,0.128,2.4989,74.2882,0.2897,0.0664,0.0331
3846.365,106.2098,0.1378,2.5068,74.9813,0.3308,0.0614,0.1199
3846.5142,109.3728,0.1424,2.5123,75.2359,0.3509,0.0594,0.2067
3846.6634,105.1436,0.1423,2.5063,75.1407,0.3409,0.0624,0.204
3846.8125,95.4607,0.1374,2.4896,74.4432,0.3035,0.0696,0.1207
3846.9617,89.2817,0.1282,2.4742,72.9438,0.2563,0.0771,0.0598
3847.1109,88.9744,0.1211,2.4644,71.0907,0.2192,0.0828,0.1687
3847.26,89.4146,0.1195,2.4565,69.716,0.1977,0.087,0.1793
3847.4092,88.6144,0.119,2.4496,69.0862,0.1828,0.0902,0.1632
3847.5584,87.3002,0.1159,2.4455,68.2654,0.1689,0.0921,0.147
3847.7076,84.5891,0.1122,2.4469,68.0231,0.163,0.0912,0.0968
3847.8567,81.2466,0.1104,2.4578,68.2023,0.1732,0.0861,0.9456
3848.0059,80.9523,0.1091,2.4761,68.5906,0.1937,0.0784,2.1094
3848.1551,84.2427,0.1074,2.4905,67.9884,0.2081,0.0731,2.1388
3848.3043,87.6743,0.1082,2.4858,67.3621,0.2043,0.0754,2.1681
3848.4534,89.0757,0.1136,2.4614,67.0121,0.1848,0.0852,1.8262
3848.6026,88.803,0.1188,2.4349,67.4425,0.1629,0.0959,1.7171
3848.7518,87.8831,0.1212,2.4243,67.5179,0.1542,0.1011,2.1979
3848.9009,85.9422,0.1238,2.4265,67.6453,0.1613,0.1009,0.2631
3849.0501,82.5917,0.1254,2.4302,67.6644,0.1705,0.0991,0.4084
3849.1993,80.0622,0.1233,2.4348,67.763,0.1744,0.0966,0.5537
3849.3485,79.4253,0.1211,2.4432,67.61,0.1793,0.0933,1.6064
3849.4976,78.5723,0.1206,2.446,66.9987,0.1783,0.0924,3.0889
3849.6468,76.8085,0.1177,2.4373,68.8819,0.1581,0.0962,2.2026
3849.796,75.2303,0.1126,2.4275,70.9028,0.1313,0.1006,6.3982
3849.9451,74.2266,0.1085,2.4298,75.5086,0.1213,0.1001,9.1672
3850.0943,73.822,0.1052,2.442,71.3543,0.1274,0.0951,11.7282
3850.2435,73.2027,0.1025,2.4506,69.8011,0.1315,0.0916,13.2705
3850.3927,72.1717,0.1029,2.4444,68.3375,0.1233,0.0944,13.1454
3850.5418,71.7156,0.1063,2.426,68.6193,0.1067,0.1025,13.0203
3850.691,72.6056,0.1113,2.4121,69.0359,0.1018,0.1082,11.6411
3850.8402,75.5759,0.1168,2.4178,69.9277,0.1275,0.1051,11.6146
3850.9894,81.6641,0.1201,2.4438,70.3115,0.1788,0.0926,11.5882
3851.1385,90.4297,0.1221,2.479,70.9896,0.2408,0.076,8.37
3851.2877,96.5872,0.1263,2.5042,70.8347,0.2932,0.0636,3.0676
3851.4369,96.0529,0.1261,2.5017,70.999,0.2893,0.0646,0.6702
3851.586,91.8491,0.1178,2.4844,71.9652,0.2362,0.0736,1.7584
3851.7352,89.2151,0.1104,2.4781,75.7784,0.2031,0.0768,5.5288
3851.8844,87.8019,0.1088,2.4813,83.1021,0.2026,0.075,9.2991
3852.0336,85.4906,0.1087,2.4757,84.4673,0.1927,0.0777,11.1517
3852.1827,84.6033,0.1065,2.4629,81.692,0.1667,0.084,3.9346
3852.3319,86.6955,0.1031,2.4629,72.9604,0.1583,0.0838,0.2646
3852.4811,89.6684,0.1018,2.4876,70.5877,0.1937,0.0716,0.0709
3825.5509,81.6212,0.1579,2.4686,71.7267,0.3144,0.0961,0.3544
3825.7033,72.4602,0.1619,2.4515,72.1823,0.3001,0.1061,1.8618
3825.8556,64.6692,0.1634,2.4257,72.2023,0.2615,0.1204,0.4785
3826.0079,61.7809,0.1549,2.4369,71.491,0.2495,0.1156,0.8175
3826.1603,67.1471,0.1447,2.4565,72.1175,0.246,0.1046,0.6615
3826.3126,68.4344,0.1313,2.474,72.1835,0.2369,0.0931,0.0466
3826.4649,68.0333,0.1193,2.4988,72.3436,0.2463,0.078,0.01
3826.6173,69.5585,0.1194,2.5331,72.7741,0.3072,0.0558,0.0248
3826.7696,76.392,0.1347,2.582,73.9179,0.4555,0.0215,0.0167
3826.9219,85.0361,0.1492,2.601,75.4112,0.5526,0.0062,0.0039
3827.0742,83.0583,0.1597,2.6138,75.9741,0.6113,0.0009,0.0008
3827.2266,87.6736,0.1623,2.6071,75.4364,0.6216,0.0002,0.0004
3827.3789,89.1815,0.1648,2.6044,75.4636,0.6212,0.001,0.0003
3827.5312,97.0206,0.1537,2.5969,74.9953,0.5679,0.0061,0.0006
3827.6836,93.7923,0.1417,2.5931,75.43,0.5124,0.0108,0.0008
3827.8359,84.8839,0.1309,2.5847,74.7709,0.4553,0.0169,0.0213
3827.9882,85.8967,0.1203,2.5775,72.0698,0.3999,0.0236,0.0431
3828.1405,85.5643,0.1164,2.5639,73.5019,0.3584,0.0336,0.0337
3828.2929,88.2229,0.1126,2.5556,70.4666,0.3328,0.0402,0.0205
3828.4452,79.2895,0.1173,2.5492,69.8634,0.3181,0.0462,0.0191
3828.5975,75.3371,0.1094,2.5343,70.497,0.2715,0.0564,0.0152
3828.7499,73.3321,0.1039,2.5201,70.8964,0.2222,0.0665,0.0171
3828.9022,73.7499,0.0988,2.5258,71.3683,0.2214,0.0631,0.0225
3829.0545,74.8733,0.1046,2.5383,71.708,0.2576,0.0543,0.0278
3829.2069,82.1781,0.1064,2.5529,72.4874,0.2993,0.044,0.0138
3829.3592,84.5273,0.1152,2.563,74.0634,0.3499,0.035,0.0113
3829.5115,91.1289,0.1191,2.5749,75.4056,0.3943,0.0256,0.0101
3829.6638,90.1658,0.1355,2.5848,75.4943,0.472,0.0161,0.0089
3829.8162,90.7994,0.1486,2.5991,76.2031,0.5434,0.0071,0.028
3829.9685,92.3945,0.1566,2.6016,75.0313,0.5702,0.0058,0.016
3830.1208,84.7281,0.1434,2.5751,73.9,0.4826,0.0227,0.004
3830.2732,72.2005,0.1338,2.5213,73.026,0.3372,0.0622,0.017
3830.4255,56.8602,0.1271,2.4597,72.2083,0.2036,0.1022,0.3747
3830.5778,62.0648,0.134,2.4107,72.6078,0.1142,0.1331,3.9487
3830.7302,68.6561,0.1232,2.3923,72.3696,0.0455,0.1481,7.7675
3830.8825,81.1409,0.1233,2.4168,73.7296,0.0945,0.1331,8.1854
3831.0348,79.5028,0.1363,2.4609,73.5973,0.2154,0.1052,8.323
3831.1871,81.4936,0.1438,2.4886,72.8886,0.2793,0.0914,4.8199
3831.3395,76.7939,0.1425,2.4569,72.2576,0.2345,0.1043,0.8657
3831.4918,73.7622,0.128,2.4262,72.1265,0.1238,0.1266,3.6934
3831.6441,72.7831,0.1237,2.42,71.3542,0.1006,0.1306,6.891
3831.7965,69.91,0.1246,2.4254,70.2675,0.1012,0.1287,6.3546
3831.9488,70.5124,0.1174,2.4276,70.4123,0.092,0.1271,3.5744
3832.1011,71.124,0.1177,2.433,69.4144,0.0963,0.1239,2.9948
3832.2535,67.5018,0.1124,2.4416,69.0671,0.0957,0.1195,4.4067
3832.4058,63.9563,0.115,2.4427,69.9555,0.1039,0.1178,6.2749
3832.5581,59.7198,0.1119,2.4465,69.6107,0.1102,0.116,12.4986
3832.7104,67.6025,0.1206,2.4462,69.7033,0.1353,0.1137,20.0192
3832.8628,73.1319,0.1241,2.4552,69.292,0.1673,0.1079,13.0496
3833.0151,85.6433,0.1337,2.4583,69.5103,0.2036,0.1042,6.0801
3833.1674,85.9965,0.1285,2.4637,69.7064,0.2035,0.1017,3.4012
3833.3198,84.9895,0.1279,2.4661,70.054,0.1991,0.1014,4.946
3833.4721,76.2771,0.1262,2.4585,68.4477,0.1797,0.1063,0.642
3833.6244,71.6801,0.1261,2.4378,67.5411,0.1387,0.1191,4.407
3833.7767,68.74,0.1166,2.4265,66.173,0.0902,0.1261,9.4069
3833.9291,70.977,0.1112,2.4366,64.5616,0.0847,0.1208,6.2332
3834.0814,71.7189,0.1051,2.4598,65.4935,0.1107,0.1065,2.8618
3834.2337,83.8358,0.1066,2.4914,66.5359,0.1724,0.0856,1.5598
3834.3861,88.0931,0.1055,2.5225,68.1433,0.2279,0.0662,0.7401
3834.5384,91.6954,0.1085,2.5308,71.1132,0.2624,0.0588,0.3571
3834.6907,89.2935,0.1173,2.5349,72.7328,0.3121,0.0537,0.2904
3834.8431,90.552,0.1388,2.5406,74.4135,0.3961,0.0472,0.2184
3834.9954,93.2285,0.1593,2.5483,75.1294,0.4872,0.0401,0.0916
3835.1477,87.6084,0.1642,2.5383,74.7901,0.4751,0.049,0.1105
3835.3,87.7748,0.1571,2.5072,74.9463,0.3975,0.0675,0.0868
3835.4524,87.1411,0.1428,2.4861,73.9964,0.3073,0.0847,0.1895
3835.6047,86.5853,0.1385,2.463,73.9908,0.2402,0.1004,0.2764
3835.757,83.3809,0.14,2.4454,73.0419,0.2069,0.1123,0.3632
3835.9094,78.4177,0.1407,2.4216,73.1138,0.174,0.1257,1.5274
3836.0617,75.9413,0.1492,2.4114,73.4037,0.1721,0.1327,2.8542
3836.214,71.914,0.151,2.4062,72.9172,0.1747,0.1354,2.7493
3836.3664,75.4371,0.1538,2.4106,72.4409,0.1911,0.133,2.5189
3836.5187,80.5598,0.1522,2.416,72.2908,0.1923,0.1297,1.3024
3836.671,87.695,0.143,2.4235,71.9622,0.185,0.1258,3.7567
3836.8233,80.9762,0.1455,2.4312,72.3468,0.1938,0.1209,2.159
3836.9757,76.4011,0.1375,2.4394,72.2461,0.1882,0.1166,0.5614
3837.128,76.3503,0.138,2.4411,71.5134,0.1908,0.1149,1.9537
3837.2803,83.5083,0.1315,2.4486,71.2901,0.179,0.1126,4.1789
3837.4327,85.4732,0.1276,2.4424,70.8374,0.1566,0.1148,9.016
3837.585,80.561,0.1222,2.4438,71.5662,0.1332,0.1166,14.7329
3837.7373,72.6326,0.1155,2.4357,72.1598,0.0955,0.1221,13.4475
3837.8896,76.9134,0.1212,2.4583,72.7369,0.1723,0.1049,8.182
3838.042,81.702,0.1389,2.4949,72.229,0.2914,0.0808,7.1294
3838.1943,87.7388,0.1447,2.5226,71.2296,0.3544,0.0666,4.7697
3838.3466,82.0224,0.1388,2.4983,72.1291,0.3041,0.0781,1.4008
3838.499,77.026,0.1203,2.4636,69.587,0.1742,0.1029,2.2146
3838.6513,73.7395,0.1174,2.4359,69.5196,0.1124,0.1193,5.8659
3838.8036,70.803,0.1156,2.4348,68.8658,0.0985,0.1227,10.4398
3838.956,72.7607,0.1195,2.4357,69.4238,0.1111,0.1209,7.6923
3839.1083,70.0819,0.1218,2.443,70.1629,0.1343,0.1157,5.0586
3839.2606,68.1242,0.1259,2.4589,70.5311,0.1771,0.1053,3.1617
3839.4129,63.8825,0.1256,2.4652,71.3021,0.1834,0.103,2.4049
3839.5653,65.2562,0.1231,2.4515,71.3759,0.1565,0.1102,2.0162
3839.7176,62.646,0.1225,2.4363,71.6963,0.1261,0.1192,0.3062
3839.8699,65.2562,0.1197,2.4405,70.5738,0.1206,0.1182,0.5793
3840.0223,68.5401,0.118,2.4444,70.0711,0.1185,0.1163,0.8523
3840.1746,73.4358,0.1131,2.4446,69.2213,0.1073,0.1165,0.9134
3840.3269,68.2347,0.1142,2.4431,69.081,0.1082,0.1164,0.5857
3840.4792,68.8876,0.1165,2.4503,69.0077,0.1279,0.112,0.3887
3840.6316,70.5758,0.1186,2.4582,69.3067,0.147,0.1071,0.1917
3840.7839,72.557,0.113,2.4576,69.8041,0.1298,0.1078,0.3718
3840.9362,71.9612,0.1087,2.4561,68.4931,0.1116,0.1095,0.7614
3841.0886,77.8219,0.1067,2.4551,69.0565,0.1038,0.1101,1.1031
3841.2409,81.0669,0.1094,2.4605,69.1011,0.1212,0.1064,1.1546
3841.3932,78.5721,0.1056,2.4778,70.7197,0.149,0.0943,0.8237
3841.5455,78.3404,0.1107,2.5022,71.2063,0.2154,0.0757,0.3273
3841.6979,84.9997,0.1144,2.5415,71.452,0.3004,0.0528,0.1614
3841.8502,93.9178,0.1248,2.5576,72.0342,0.374,0.038,0.1069
3842.0025,92.116,0.1323,2.5601,71.6036,0.4077,0.0353,0.0524
3842.1549,99.0141,0.137,2.553,71.0252,0.4072,0.0402,0.0123
4380.1495,110.5277,0.1719,2.6596,74.914,0.6558,0.0001,0.1004
4380.301,110.8745,0.1719,2.6511,74.6389,0.6424,0.0001,0.1004
4380.4524,110.3617,0.1745,2.6557,73.3425,0.6432,0.0001,0.1004
4380.6039,104.4925,0.1602,2.6514,72.8049,0.605,0.0001,0.1005
4380.7554,100.4187,0.1452,2.6596,72.0279,0.5704,0.0001,0.1005
4380.9069,100.6872,0.1445,2.6686,71.3348,0.5727,0.0001,0.1005
4381.0584,99.6382,0.15,2.6754,70.892,0.5942,0.0001,0.1005
4381.2099,104.4896,0.1505,2.6639,71.0947,0.5875,0.0001,0.1006
4381.3614,105.832,0.151,2.6577,70.7082,0.5825,0.0001,0.1006
4381.5129,106.1951,0.1528,2.6592,72.5613,0.5891,0.0001,0.1006
4381.6644,105.9963,0.1568,2.6656,73.0877,0.6083,0.0001,0.1006
4381.8159,102.6641,0.1617,2.6567,73.6349,0.6174,0.0001,0.1007
4381.9674,104.6215,0.1668,2.6628,74.3733,0.6375,0.0001,0.1007
4382.1189,101.5255,0.1708,2.6668,75.6722,0.6577,0.0001,0.1007
4382.2704,106.5315,0.1726,2.6789,75.023,0.6791,0.0001,0.1007
4382.4219,105.4674,0.1811,2.6799,76.0033,0.706,0.0001,0.1008
4382.5734,113.707,0.1867,2.6725,75.4236,0.7186,0.0001,0.1008
4382.7249,118.6659,0.1911,2.6733,73.5769,0.7262,0.0001,0.1008
4382.8763,120.362,0.1869,2.6694,68.9026,0.7031,0.0001,0.1008
4383.0278,108.2246,0.1573,2.6595,67.4965,0.5999,0.0007,0.1009
4383.1793,81.4852,0.1174,2.6007,66.4891,0.3946,0.0238,0.1975
4383.3308,59.8741,0.0843,2.5238,66.6093,0.2062,0.0622,0.1998
4383.4823,43.0357,0.0739,2.4671,65.5488,0.0938,0.0928,0.1879
4383.6338,38.9937,0.0755,2.4522,64.5719,0.0654,0.1022,0.176
4383.7853,43.563,0.0759,2.4633,64.7797,0.0815,0.0943,0.1683
4383.9368,50.9277,0.0861,2.4664,66.6472,0.1141,0.0908,0.1629
4384.0883,58.1595,0.0929,2.4654,67.529,0.1364,0.0906,0.1522
4384.2398,55.3082,0.0975,2.4621,68.611,0.1468,0.0931,0.5572
4384.3913,49.0619,0.1004,2.4479,68.904,0.1408,0.0996,0.6063
4384.5428,43.435,0.1043,2.4364,68.6288,0.1382,0.1032,0.3052
4384.6943,46.2809,0.103,2.4352,67.5943,0.1346,0.1026,0.054
4384.8458,47.5771,0.0991,2.4471,66.8178,0.1299,0.0996,0.4082
4384.9973,44.3793,0.0901,2.4486,66.4597,0.1096,0.0997,0.7086
4385.1488,44.3793,0.0879,2.4543,66.3065,0.1106,0.0981,0.5617
4385.3002,47.8717,0.0902,2.4778,67.2199,0.1441,0.0881,0.4148
4385.4517,58.6635,0.0964,2.485,68.1754,0.1657,0.0866,0.9275
4385.6032,54.0828,0.1011,2.459,68.6983,0.1563,0.0973,0.454
4385.7547,55.2018,0.1026,2.4353,70.0578,0.1318,0.111,0.4751
4385.9062,51.4842,0.0988,2.4311,69.8934,0.1156,0.113,0.6943
4386.0577,55.3833,0.0893,2.4525,68.897,0.1103,0.1039,0.0766
4386.2092,58.168,0.0781,2.4803,67.9598,0.1164,0.0894,0.0874
4386.3607,71.7365,0.0792,2.5085,66.9773,0.1521,0.0735,0.2721
4386.5122,79.3867,0.0901,2.5384,66.2785,0.2226,0.0569,0.5284
4386.6637,77.2229,0.1001,2.5591,66.2392,0.2721,0.0466,0.7847
4386.8152,63.3451,0.0971,2.5622,67.1834,0.2579,0.0486,1.041
4386.9667,61.2589,0.0846,2.5154,68.4212,0.1785,0.067,1.0268
4387.1182,65.4509,0.0713,2.4846,68.6182,0.0959,0.0865,0.4172
4387.2697,81.7309,0.0735,2.5214,70.8161,0.1612,0.0634,0.078
4387.4212,92.7583,0.0968,2.5993,72.2058,0.3278,0.0257,0.0474
4387.5727,106.5015,0.1303,2.6643,73.0195,0.4942,0.0041,0.0446
4387.7241,110.7348,0.1497,2.6641,73.5432,0.581,0.0001,0.0417
4387.8756,121.0193,0.161,2.6661,73.7368,0.6226,0.0001,0.0389
4388.0271,121.1404,0.1662,2.6612,71.8251,0.6301,0.0001,0.036
4388.1786,114.271,0.1624,2.6578,70.3118,0.5967,0.0007,0.0332
4388.3301,104.4022,0.1371,2.63,69.5811,0.5012,0.0034,0.0303
4388.4816,94.7142,0.1096,2.6228,68.8323,0.4019,0.0075,0.0275
4388.6331,102.1495,0.104,2.6278,68.7082,0.3953,0.0051,0.0246
4388.7846,105.5219,0.1176,2.6571,69.3118,0.4667,0.0011,0.0218
4388.9361,114.1429,0.1381,2.6627,69.2316,0.5332,0.0001,0.0189
4389.0876,112.5272,0.1499,2.6508,67.7742,0.5657,0.0001,0.0161
4389.2391,104.4204,0.1578,2.6396,66.252,0.5776,0.0003,0.0132
4389.3906,91.029,0.1526,2.6162,64.1785,0.5227,0.0119,0.0104
4389.5421,75.6831,0.1356,2.5792,63.3391,0.429,0.0301,0.0075
4389.6936,68.7091,0.1158,2.5561,64.0016,0.335,0.0461,0.0098
4389.8451,65.4958,0.1037,2.5278,64.3533,0.2569,0.0616,0.0173
